0.000000000000000000e+00	-1.902669722547127296e-01	-6.358383559333725676e-01	-8.035651373194357960e-01	-9.090998991552062813e-01	-9.612856258762400019e-01	-8.244373147828152337e-01	-7.544772175434131256e-01	-7.016833341372561428e-01	-4.918130794194266464e-01	-6.758610845157708713e-02	2.941936264588870115e-02	6.525413102785371233e-02	2.438648999854242660e-02	-1.152139240729692718e-02	6.745691891620386738e-03	5.286257815595822585e-02	9.725745381203629303e-02	4.948075220770362104e-02	2.368485057075967251e-03	4.007522481494612751e-03	-2.268884591862491834e-03	-2.624402012661892765e-04	5.371687481540503295e-02	3.690605243031130911e-02	1.408454556471228948e-02	-3.491234683536397095e-05	2.976197963037301858e-02	3.293674889478973022e-02	1.032944597618778299e-03	1.030442163438888975e-02	1.639723298832159934e-02	9.497286790635339065e-03	1.423990530243124993e-03	6.881137037622303554e-02
1.902669722547127296e-01	0.000000000000000000e+00	-4.518191311127833787e-01	-6.212780279969457586e-01	-7.296339942522719335e-01	-7.841817536416760825e-01	-6.455212975588495716e-01	-5.765210723639238033e-01	-5.272183662276677119e-01	-3.173542970937679453e-01	1.057451222523556611e-01	3.207933775673943444e-02	6.596683594337987566e-02	2.784884908940779905e-02	-1.206186442037015388e-02	2.973835225453571804e-03	4.852613385641944832e-02	9.456735498149480834e-02	4.893138458130262547e-02	1.786374091783435314e-03	5.998648695300363813e-03	5.176535710692243240e-06	1.499467717129833965e-04	5.008839495967790101e-02	3.181439862276493752e-02	1.022481037496917114e-02	-3.210314046224360305e-04	3.270560027381880924e-02	3.686818684697602821e-02	6.724897033260292603e-03	1.061391350122215319e-02	2.284582886448597791e-02	1.176176995971430807e-02	1.248219126924276058e-03	6.945854483654119449e-02
6.358383559333725676e-01	4.518191311127833787e-01	0.000000000000000000e+00	-1.785162789600870659e-01	-2.867750055277835108e-01	-3.450395282277024522e-01	-2.123544994969533972e-01	-1.422589392454352564e-01	-8.767874963952076994e-02	1.204187275117262201e-01	5.438702684991987280e-01	4.306196459369415058e-02	6.427987035818721884e-02	2.658522187231156936e-02	-2.280994469096986679e-03	7.160127510317653224e-03	5.086950203039394131e-02	8.963512817677346534e-02	4.342047605900305196e-02	2.373362491662515776e-03	4.239856932584585257e-03	-2.978360296324356104e-04	3.459858803292153832e-04	5.017517070976808269e-02	3.542787148038195610e-02	1.597494545175297612e-02	2.144869096637976090e-04	2.833613622120483011e-02	3.403958961008340944e-02	6.439489561844109929e-03	4.792187939844450364e-03	1.752616513732952949e-02	8.115459706758958863e-03	1.599028956710099115e-03	7.009224740338917958e-02
8.035651373194357960e-01	6.212780279969457586e-01	1.785162789600870659e-01	0.000000000000000000e+00	-1.093252702972160317e-01	-1.679142717591193268e-01	-3.654364432888598802e-02	3.320466187077708575e-02	8.809020949067902784e-02	2.966396947734133982e-01	7.236244300657552753e-01	4.735482007839991736e-02	6.366415471912345581e-02	2.431132850475580670e-02	2.967361008850431196e-03	1.469161210447827472e-02	6.283352756429717856e-02	1.049289839657219919e-01	5.153476604188903659e-02	2.650321045336020281e-03	2.999310377885306637e-03	-4.572797193896658901e-04	-9.125988805599688329e-04	6.227415480548620375e-02	4.442556012571446250e-02	2.093181210996332073e-02	6.092605458612469684e-04	2.665996573194441208e-02	3.255555861205633450e-02	1.490754754355120421e-03	6.164387172599915601e-03	1.709310365951910091e-02	3.916753259165244201e-03	3.805739325841654263e-04	7.357307869789958543e-02
9.090998991552062813e-01	7.296339942522719335e-01	2.867750055277835108e-01	1.093252702972160317e-01	0.000000000000000000e+00	-5.911741807943839827e-02	7.249855889408098053e-02	1.418992252361392925e-01	1.988156852183957657e-01	4.052669766574689136e-01	8.232244328231361763e-01	5.610028186285483109e-02	7.425638599480138824e-02	2.996090154585065793e-02	1.460817161600503917e-03	1.235324208077805130e-02	6.392783626633585792e-02	1.121927299079160251e-01	5.865632202367615511e-02	1.675979752622837066e-03	3.643626735629467567e-03	-9.418930970703184608e-05	9.987281726512010308e-05	6.495229132258172056e-02	4.379859326886395565e-02	1.723437193376245805e-02	1.065309821644331282e-04	3.354512545176877025e-02	4.084798764306122459e-02	9.247671401239821592e-03	1.215014399820412913e-02	2.527934494098168366e-02	1.077101687693208555e-02	5.413892443708885182e-04	7.748269070912125467e-02
9.612856258762400019e-01	7.841817536416760825e-01	3.450395282277024522e-01	1.679142717591193268e-01	5.911741807943839827e-02	0.000000000000000000e+00	1.308575784282420551e-01	2.001412736146647164e-01	2.576600970488540088e-01	4.650638815694987382e-01	8.819305581995082743e-01	6.074403990245538093e-02	7.514837149285233386e-02	2.934384055043264342e-02	2.707862698227640752e-03	1.172767165086862663e-02	5.964247321119944822e-02	1.068135101038916734e-01	5.380412449446775325e-02	2.244457607057692358e-03	3.966397622183340417e-03	-5.980727880572900539e-04	3.950430150132683304e-04	6.059989237192138500e-02	4.225318916651790713e-02	1.819436009491514489e-02	-3.252493413749417720e-04	3.092162438056457116e-02	4.089278269041755204e-02	1.285825789851099965e-02	1.098159752601872083e-02	2.484667568578723465e-02	1.077635222125394171e-02	-2.021012299785280783e-04	7.613607549790955831e-02
8.244373147828152337e-01	6.455212975588495716e-01	2.123544994969533972e-01	3.654364432888598802e-02	-7.249855889408098053e-02	-1.308575784282420551e-01	0.000000000000000000e+00	7.037121765268233853e-02	1.255180251888718401e-01	3.392817739323856219e-01	7.634191666505016904e-01	6.031072166151982272e-02	6.847568796253153400e-02	1.928007163390010187e-02	2.447084059467374145e-03	1.814320975141803932e-02	6.470658867924690416e-02	1.064557862435702024e-01	5.017942874259555264e-02	2.897134103181231782e-03	2.107245939184882854e-03	1.569214062547496461e-04	2.301831514207660235e-04	6.410111001285620502e-02	4.784756158104663121e-02	2.440872683402372026e-02	-1.058099238634953657e-03	2.029121628156226737e-02	3.470775567911960763e-02	9.518306307768837141e-03	7.695602971908519982e-03	1.915912984528628932e-02	4.684001459248568998e-03	1.160752379440139819e-03	6.806080738094653915e-02
7.544772175434131256e-01	5.765210723639238033e-01	1.422589392454352564e-01	-3.320466187077708575e-02	-1.418992252361392925e-01	-2.001412736146647164e-01	-7.037121765268233853e-02	0.000000000000000000e+00	5.592795179014407869e-02	2.699180842102307798e-01	6.991156773842814864e-01	6.238989737321570805e-02	6.985118297365933149e-02	2.033482391330142247e-02	2.660749086584581966e-03	1.991680830176144334e-02	7.062353695460990566e-02	1.148434732758229770e-01	5.829098262926085683e-02	1.856257772120331259e-03	9.388262977937414074e-04	-1.738452987491990987e-05	-4.242508280105408681e-04	6.930646941163993990e-02	5.090221579192438783e-02	2.469184976334324808e-02	-1.881153198964524102e-05	2.349475920545772076e-02	3.562274880935473870e-02	8.338938581263917807e-03	1.034731569331599245e-02	2.057495991944762251e-02	5.863913645418269288e-03	8.499767304039021910e-04	7.557289654258787792e-02
7.016833341372561428e-01	5.272183662276677119e-01	8.767874963952076994e-02	-8.809020949067902784e-02	-1.988156852183957657e-01	-2.576600970488540088e-01	-1.255180251888718401e-01	-5.592795179014407869e-02	0.000000000000000000e+00	2.133741822790548026e-01	6.423228269609316810e-01	6.343025634173203586e-02	7.421915878786652931e-02	2.579327965486668400e-02	2.430068444676141467e-03	1.586722006561044548e-02	6.509363497762536699e-02	1.124998767310576298e-01	5.797588344658632237e-02	9.487223340807716607e-04	1.939327400379518840e-03	-1.225991081357532750e-03	2.926227109986859567e-04	6.614682442380548366e-02	4.657603297828445676e-02	2.053917291984972554e-02	-5.825843018663202748e-04	2.774560209392176041e-02	3.998741138388843541e-02	1.293355200743335869e-02	1.245785116537280642e-02	2.433445245093529205e-02	9.806300840856057091e-03	-7.971921351105777350e-04	7.664808926022141644e-02
4.918130794194266464e-01	3.173542970937679453e-01	-1.204187275117262201e-01	-2.966396947734133982e-01	-4.052669766574689136e-01	-4.650638815694987382e-01	-3.392817739323856219e-01	-2.699180842102307798e-01	-2.133741822790548026e-01	0.000000000000000000e+00	4.369675661744129580e-01	6.054450235973093952e-02	6.936891502171044221e-02	1.848572495864124129e-02	-2.569668235751182243e-04	1.735012159008911259e-02	6.068880506681925691e-02	1.038658197700170205e-01	4.954566725327330667e-02	1.609810552543241777e-03	1.830466811958301587e-03	-1.019955690975254351e-03	6.325019584131772116e-04	6.201019460834727992e-02	4.580028071299035997e-02	2.298001433196648902e-02	-2.772708578143056029e-03	1.782601876356134166e-02	3.568144583898274352e-02	1.150079836415713631e-02	9.250188882607843915e-03	2.075751323627333250e-02	8.251399967303365418e-03	-2.144673167801461463e-04	6.506485000244351113e-02
